Aquatic Life,Avg Viz,Bottom Comp,Contact,Entry Type,Fall,Location,Max Depth,Rating,Spring,Summer,Winter
Plenty To See,65.5,Rock,,Boat,," Southport, NC",115.5,4.00 by 1,,,
Might See Something,13,Rock,,Shore,," Royal, AR",,3.50 by 2,73,83,
Might See Something,,Clay/Muck,,Shore,," Hardin, MT",,,,,
Might See Something,,Sand,,Boat,," Peterhead, Scotland, United Kingdom",150,,,,50
,,Rock,,Shore,50," Old mine road, Brewster, NY",150,3.00 by 1,50,50,50
Plenty To See,75.5,Coral,,Boat,," Bligh Waters, Viti Levu, Fiji",38,,83,,
Plenty To See,75.5,Coral,,Boat,," Bligh Waters, Viti Levu, Fiji",85.5,,83,,
Plenty To See,75.5,Coral,,Boat,," Viti Levu, Fiji",85.5,,83,,
Plenty To See,55.5,Coral,,Boat,," Viti Levu, Fiji",45.5,,83,,
Plenty To See,55.5,No Bottom,,Boat,," NW Point, Providenciales, Turks And Caicos Islands",95.5,4.00 by 2,83,,
Might See Something,,,,Boat,50," Narvik, Norway",,,50,50,50
Might See Something,,Sand,,Shore,, FL,13,2.00 by 1,73,,68
,,,,Boat,50," Kristiansand, Norway",150,4.00 by 1,50,50,50
,28,Sand,,Shore,50," Narvik, Nordland County, Norway",28,,50,50,50
Plenty To See,,Rock,,Boat,50," Gulen, Norway",,,50,50,50
Plenty To See,23,Sand,18764314542,Boat,78," Boscobel, Ocho rios, St. Mary 00000, Jamaica",55.5,,85,85,78
Plenty To See,55.5,Sand,18764314542,Boat,85," Oracabessa, Ocho rios, St. Mary 00000, Jamaica",95.5,,85,85,85
Plenty To See,55.5,No Bottom,,Boat,," Kailua-Kona, HI",150,5.00 by 2,,78,
Plenty To See,75.5,Coral,,Shore,," Hookena, HI",95.5,4.50 by 2,,73,
Plenty To See,85.5,Coral,,Boat,," Akoni Pule Hwy, Waimea, HI 96743",75.5,5.00 by 1,,78,
Plenty To See,28,,,Shore,," Tacoma, WA",55.5,,,,
Might See Something,75.5,,,,, Germany,150,,50,63,50
Might See Something,65.5,Sand,,Boat,," St. Julian’s, Malta",125.5,,,,
Plenty To See,,,,Boat,," Cartagena, Spain",,4.00 by 1,,,
Might See Something,,,,Boat,," Ras el Hilal, Tobruk, Libyan Arab Jamahiriya",150,,,,
Might See Something,,,,Boat,," Strait of Georgia, Vancouver, BC, Canada",,,,,50
Might See Something,,Sand,,Shore,," QC, Canada",,5.00 by 1,58,,
Might See Something,,,,Boat,," Isla Larga, Venezuela",,,,,
Might See Something,7.5,Sand,,Boat,68," Greers Ferry, AR",105.5,3.00 by 1,63,83,50
Plenty To See,95.5,Rock,,Boat,," Piti, Guam",95.5,4.00 by 1,,85,
Plenty To See,28,Sand,,Boat,," Little River, SC",55.5,4.00 by 3,73,78,
Might See Something,13,Sand,,Boat,," Lavalette, NJ",85.5,,52.5,58,50
Might See Something,7.5,Sand,,Boat,52.5," Manasquan, NJ",65.5,,52.5,58,50
Might See Something,7.5,Clay/Muck,,Shore,," Canyon Lake, TX",105.5,2.00 by 2,,,
Might See Something,5,Clay/Muck,,Boat,, TX,75.5,2.00 by 1,,73,
Might See Something,55.5,Coral,,,," Jupiter, FL 33477",85.5,4.50 by 2,73,,
Might See Something,,Clay/Muck,,Shore,," Priceville, AL",,3.00 by 1,,73,
Might See Something,,Sand,,Boat,," Destin, FL",115.5,,,,
Might See Something,18,Sand,,Boat,," Barnegat Light, NJ",,,,73,50
Might See Something,,Coral,,,, Belize,,4.00 by 1,,,
Might See Something,,Coral,,,, Mauritius,,5.00 by 1,,,
Might See Something,7.5,Sand,,Shore,83," Waianea, HI 96792",23,2.00 by 1,83,85,78
Might See Something,28,Sand,,Boat,," Jones Inlet, NY",95.5,,,73,50
Might See Something,18,Sand,,Boat,," Sea Girt, NJ",65.5,,,73,50
Plenty To See,95.5,Sand,,Boat,83," Northwest Point, Turks And Caicos Islands",95.5,4.00 by 1,83,83,83
Might See Something,5,Clay/Muck,7247632764,Shore,63," 114 Park Main Road, Ford City, PA 16226-8815",23,2.00 by 1,63,68,52.5
Might See Something,5,Rock,7246682939,Shore,63," 1150 Keystone Park Road, Derry, PA 15627-3679",28,3.00 by 1,63,68,52.5
Might See Something,7.5,Clay/Muck,,Shore,58," Spring Grove Rd., Chepachet, RI",13,2.00 by 1,52.5,73,50
,,Sand,,Boat,," Cumberland, RI",7.5,3.00 by 1,,,
Might See Something,18,Sand,,Shore,52.5," Des Moines, WA",150,3.00 by 3,58,58,52.5
Might See Something,45.5,Rock,,Boat,50," Isle Royale, MI",85.5,4.00 by 1,50,50,50
Might See Something,45.5,Rock,,Boat,50," Isle Royale, MI",135.5,5.00 by 1,50,50,50
Might See Something,55.5,Rock,,Boat,50," Isle Royale, MI",95.5,5.00 by 1,50,50,50
Might See Something,55.5,,,Boat,50," Isle Royale, MI",150,5.00 by 1,50,50,50
Might See Something,45.5,Rock,,Boat,50," Isle Royale, MI",75.5,3.00 by 1,50,50,50
Might See Something,55.5,Rock,,Boat,50," Isle Royale, MI",125.5,5.00 by 1,50,50,50
Might See Something,55.5,Rock,,Boat,50," Isle Royale, MI",105.5,3.00 by 1,50,50,50
Might See Something,38,Rock,,Boat,50," Isle Royale, MI",38,4.00 by 1,50,50,50
Might See Something,45.5,Rock,,Boat,50," Isle Royale, MI",55.5,,50,50,50
Might See Something,45.5,Rock,,Boat,50," Isle Royale, MI",45.5,3.00 by 1,50,50,50
Might See Something,38,Rock,,Boat,50," Isle Royale, MI",33,,50,50,50
Plenty To See,75.5,Coral,,Boat,73," Dumaguete, Negros Oriental, Philippines",125.5,5.00 by 2,73,78,68
Might See Something,13,Rock,,Shore,63," Narragansett, RI",23,3.00 by 1,52.5,68,50
Might See Something,18,Sand,,Boat,," Cape May, NJ",150,,,73,50
,,,,Boat,," Uepi Island, Solomon Islands",,,,,
Plenty To See,95.5,,,Boat,," Peava, Gatokae Island, Solomon Islands",115.5,,,,
Might See Something,7.5,Sand,,Shore,68," Copperhill, TN 37317",13,,68,78,58
Might See Something,7.5,Clay/Muck,,Shore,52.5," Pulaski, VA 24301",65.5,2.00 by 1,63,78,50
Might See Something,,,,Boat,," Thunder Bay, MI",18,,,,50
Might See Something,,,,Boat,," Thunder Bay, MI",95.5,,,,50
Might See Something,,,,Boat,," Thunder Bay, MI",150,,,,50
Might See Something,7.5,Clay/Muck,,Shore,," Fort Worth, TX 76106",7.5,2.00 by 2,,78,
Plenty To See,23,Rock,,Shore,," Downieville, CA 95936",23,3.00 by 1,52.5,58,
Might See Something,13,Sand,,Shore,68," 125 Ocean Ave, Deal, NJ 07723",23,,52.5,68,50
Plenty To See,23,,,Boat,73," South port Allen, Kuai, HI",38,,73,73,73
,,,,Boat,," Southport, NC",125.5,4.00 by 1,,,
Plenty To See,18,Coral,,Shore,," PR, United States Minor Outlying Islands",95.5,,83,83,
,,,,,," PR Rincon, United States Minor Outlying Islands",,,,,
Plenty To See,95.5,Sand,,Boat,," Nassau, New Providence, Bahamas",95.5,4.50 by 2,,85,
Plenty To See,95.5,Coral,,Boat,," Nassau, Bahamas",55.5,5.00 by 1,,85,
Plenty To See,95.5,No Bottom,8326031698,Boat,," Freeport, TX 77541",95.5,5.00 by 1,,83,
Plenty To See,55.5,Sand,,Shore,83," Kyal, Tabuk, Saudi Arabia",135.5,,78,85,78
Might See Something,150,Sand,,Boat,," Playa del Carmen, Quintana Roo 77710, Mexico",45.5,3.00 by 1,,,
Plenty To See,38,Sand,,Boat,78," Panama City, FL",65.5,2.67 by 3,78,83,73
Plenty To See,23,Sand,,Boat,73," Panama City Beach, FL",75.5,3.75 by 4,73,85,63
Might See Something,18,Clay/Muck,,Shore,58," Kennebunk Pond Road, Lyman,, lyman, ME 04002",55.5,3.00 by 1,52.5,78,50
Might See Something,13,Rock,,Shore,," Ellijay, GA 30540",65.5,,,,
Might See Something,,Vegetation,,Shore,," 3160 Long Rd, lima, OH 45807",,,,,
Might See Something,55.5,Sand,,Shore,78," Freeport, Bahamas",18,4.00 by 1,78,83,78
Might See Something,7.5,Sand,,Shore,, AR,65.5,3.25 by 4,,,
Plenty To See,28,Coral,,Boat,73," Destin, FL",85.5,4.00 by 1,73,83,68
Plenty To See,105.5,Coral,14734437882,Boat,83," Main Street, Hillsborough, Carriacou 00, Grenada",65.5,5.00 by 1,78,83,78
Plenty To See,105.5,Coral,14734437882,Boat,83," Main Street, Hillsborough, Carriacou 00, Grenada",55.5,,78,83,78
Plenty To See,38,Sand,,Boat,, Sint Maarten,55.5,4.00 by 1,,83,
Might See Something,7.5,Sand,,Boat,73, TX,38,2.50 by 2,,83,
Might See Something,18,Clay/Muck,,Shore,68," Kinney Road (off Waterloo Road), Allamuchy Township, NJ 07820",45.5,,58,73,50
Might See Something,18,,,Shore,58," Roscommon, MI 48653",135.5,3.00 by 1,50,58,50
Plenty To See,95.5,Coral,,Boat,, Mexico,65.5,,,,
Might See Something,18,Sand,,Shore,58," Tacoma, WA",150,,52.5,58,52.5
Might See Something,7.5,Clay/Muck,,Shore,50," Folsom, CA 95763",,2.00 by 2,63,73,50
Might See Something,65.5,Sand,,Shore,50," Lake Tahoe, CA",150,4.00 by 1,52.5,63,50
None,5,Clay/Muck,,Shore,52.5," Folsom, CA 95630",7.5,1.00 by 1,58,68,50
Plenty To See,28,Sand,,Boat,78," Panama City Beach, FL",75.5,3.50 by 2,73,83,68
Might See Something,85.5,Coral,,,78," Maui, HI",45.5,3.00 by 1,,,
Plenty To See,13,Rock,9407793731,Shore,73," 3201 Redbird Rd, Graford, TX 76449",85.5,3.00 by 1,52.5,83,50
Plenty To See,95.5,Rock,2098813517,Shore,63," 17968 Covered Bridge Rd, Knight’s Ferry, CA 95361",23,2.00 by 1,52.5,68,52.5
Might See Something,,Sand,,,," Key West, FL",,3.50 by 2,,,73
,,,,Boat,," St Croix, Virgin Islands (U.S.)",75.5,,,,
None,7.5,Clay/Muck,,Boat,58," Olyimpia, WA",45.5,,,,
Might See Something,5,Clay/Muck,9722193550,Shore,73," 600 Sandy Beach Rd, Lewisville, TX 75057",28,1.00 by 2,,83,
Might See Something,95.5,,9.05423E+11,Boat,68," No 6 Fatih Istanbul, Istanbul, 34083, Turkey",125.5,,63,78,52.5
Big Animals,65.5,Coral,,Boat,73," West Palm Beach, FL 33422",105.5,3.67 by 3,,85,68
Plenty To See,85.5,Coral,,Shore,83," Hawaii, HI",115.5,,78,83,78
Plenty To See,28,Rock,,Boat,," San Diego, Ca - California",45.5,5.00 by 1,,,
,,Rock,,Boat,," San Diego, CA",,5.00 by 1,,,
Plenty To See,28,Rock,,Boat,," San Diego, CA",45.5,5.00 by 1,,,58
Plenty To See,,Rock,7605338392,Boat,," San Diego, CA",55.5,5.00 by 1,,,
,,,,Shore,," Laguna Beach, Ca - California",45.5,4.00 by 1,,,
Plenty To See,,,,Shore,," San Diego, Ca - California",23,4.00 by 1,,,
Might See Something,33,Sand,,Shore,," Yacolt, WA",28,2.00 by 1,,,
Might See Something,7.5,Sand,,Shore,," Cape Horn, WA",45.5,1.00 by 1,,,
Plenty To See,95.5,Sand,,Boat,," -80.091 N , 26.010 W, FL",75.5,4.00 by 3,,,
Plenty To See,,Rock,,,," Lilliwaup, WA",105.5,3.00 by 2,,,
Big Animals,33,Rock,,Boat,," Santa Eulària des Riu, Ibiza 07840, Spain",75.5,,68,73,63
Plenty To See,28,Sand,,Boat,," Ibiza, Ibiza 07800, Spain",145.5,,,68,
Plenty To See,38,Rock,,Boat,," Ibiza, Ibiza 07800, Spain",45.5,,68,73,63
Plenty To See,33,Vegetation,,Boat,," Santa Eulària des Riu, Ibiza 07840, Spain",85.5,,68,73,73
Might See Something,33,Rock,,Boat,," Cala Llonga, Ibiza 07840, Spain",65.5,,,68,
Plenty To See,28,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",85.5,,58,68,50
Plenty To See,23,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",65.5,,58,68,50
Plenty To See,33,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",65.5,,58,68,50
Plenty To See,28,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",65.5,,58,68,50
Plenty To See,33,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",65.5,,58,68,50
Plenty To See,28,Rock,,Boat,," Golfe Du Morbihan, Morbihan 56000, France",85.5,,52.5,63,50
Might See Something,23,Clay/Muck,,Shore,," Pluherlin, Morbihan 56000, France",95.5,,52.5,63,50
Might See Something,23,Sand,,Boat,," Baie De Quiberon, Morbihan 56000, France",65.5,,52.5,68,50
Plenty To See,28,Sand,,Boat,," Baie De Quiberon, Morbihan 56000, France",65.5,,52.5,68,50
Plenty To See,38,Rock,,Boat,," Houat, Morbihan 56000, France",105.5,,52.5,68,50
Might See Something,33,Rock,,Boat,83," Cabo San Lucas, Mexico",75.5,3.00 by 1,,83,
Might See Something,45.5,Clay/Muck,3525285770,Shore,73," 3852 NE 172nd Ct., Williston, FL 32696-7885",45.5,3.00 by 1,73,73,73
Plenty To See,23,Sand,,Shore,68," Adelaide, South Australia, Australia",23,4.00 by 1,63,78,58
Plenty To See,13,Vegetation,,Shore,63," Adelaide, South Australia, Australia",13,3.00 by 1,63,78,52.5
Might See Something,7.5,Clay/Muck,,Shore,58," Lake Pueblo State Park, CO 81007",38,,52.5,58,50
Plenty To See,95.5,Coral,,Boat,, Belize,85.5,5.00 by 1,,,
Plenty To See,95.5,Coral,,Boat,, Belize,75.5,5.00 by 1,,,
Plenty To See,95.5,Coral,,Boat,, Honduras,65.5,4.00 by 1,,,
Might See Something,,Coral,,,, Honduras,55.5,4.00 by 1,,,
Plenty To See,65.5,Rock,,Boat,68," Funchal, Madeira Island, Portugal",95.5,3.67 by 3,58,73,58
,,Clay/Muck,,Shore,," Woonsocket, RI",,2.00 by 1,,,
Might See Something,,,,Boat,," Rosarito, Baja, Mexico",85.5,,,,
Plenty To See,65.5,Coral,,Boat,," Malapascua, Cebu, Philippines",95.5,4.00 by 1,,,
Plenty To See,45.5,Coral,,Boat,," Malapascua Island, Cebu, Cebu, Philippines",85.5,4.00 by 1,68,78,
Plenty To See,45.5,Coral,,Boat,," Malapascua Island, Cebu, Cebu, Philippines",85.5,4.00 by 1,68,78,
Plenty To See,45.5,Coral,,Boat,83," St. Croix, Virgin Islands (U.S.)",125.5,4.00 by 1,83,83,78
Might See Something,45.5,Coral,,Shore,78," Guantanamo Bay, Naval Station, Cuba",95.5,4.00 by 2,78,78,78
Might See Something,45.5,Sand,,Shore,78," Guantanamo Bay, Naval Station, Cuba",95.5,3.50 by 2,78,78,78
Plenty To See,23,Sand,,Boat,73, Indonesia,23,3.00 by 1,78,83,83
Plenty To See,33,Sand,,Boat,68, 1000 Islands,150,5.00 by 1,68,73,58
Might See Something,18,Rock,,Shore,68," Great Falls, VA",65.5,3.00 by 1,52.5,68,50
Plenty To See,18,Rock,,Boat,63," Havre de Grace, MD",18,3.00 by 1,52.5,68,50
Plenty To See,55.5,Sand,,Boat,78," Varadero, Cuba",95.5,5.00 by 1,68,85,68
Plenty To See,28,Coral,,Boat,," Dixie County, Horseshoe Beach, FL",23,,,83,73
,,Coral,,Shore,," San Telmo Island, Pearl Archipelago, Panama",7.5,,,,
Plenty To See,125.5,Sand,6494343867,Boat,58," Marina Road, Tutukaka, Whangarei, Rd3 0173, New Zealand",150,4.20 by 10,58,68,52.5
,,,,Boat,, New Zealand,95.5,,,,
Plenty To See,,Coral,,,," San Pedro, Ambergris Caye, Belize",65.5,4.00 by 3,,,
Plenty To See,95.5,No Bottom,,Boat,, Maldives,150,,,,
Plenty To See,7.5,Clay/Muck,,Shore,58," Mt. Vernon, VA 22309",13,3.00 by 1,52.5,73,50
,,Clay/Muck,,Shore,," 3651 Dennis Road, Weatherford, TX 76087",,3.33 by 3,,,
Might See Something,,,,Shore,," Honiara, Solomon Islands",,,,,
Might See Something,18,Clay/Muck,,Shore,," Lake Pleasant, AZ",85.5,3.00 by 1,,,52.5
Might See Something,45.5,Coral,,Boat,," Key Biscayne National Park, Miami, FL",23,5.00 by 1,,78,73
Might See Something,,Clay/Muck,,Boat,," Rockaway Beach, NY",38,,,,
Might See Something,38,Clay/Muck,,Shore,58," Alexandria bay, NY",85.5,,50,68,50
Might See Something,33,Clay/Muck,,Shore,52.5," 31 Holland St, Alexandria Bay, NY 13607",75.5,3.00 by 1,50,68,50
Might See Something,,Sand,,Boat,, Usvi,,5.00 by 1,,,
,,,,Boat,," Clearwater, FL",,3.00 by 1,,,
,,,,,,,,3.00 by 1,,,
Might See Something,23,Sand,3869854212,Shore,73," 601 Pounce DeLeon Blvd, Pounce De Leon, FL 32130",23,3.50 by 14,73,73,73
Plenty To See,13,No Bottom,4182334025,Shore,50," 41 Rue des Pilotes, Les Escoumins, Québec G0T 1K0, Canada",115.5,5.00 by 1,50,50,50
Plenty To See,28,Rock,,Boat,50," Percé, Québec, Canada",115.5,5.00 by 1,50,50,50
Plenty To See,7.5,Clay/Muck,,Boat,50," Sainte-Luce, QC G0K 1P0, Canada",125.5,,50,50,50
Might See Something,5,Rock,8173352491,Shore,," 5200 Ten Mile Bridge Rd, Fort Worth, TX 76179",38,2.00 by 1,63,,50
Plenty To See,28,Sand,,Boat,," Ambergris Caye, Belize",45.5,4.50 by 2,,,73
Plenty To See,,Sand,,Boat,," Ambergris Caye, Belize",75.5,5.00 by 1,,,
Plenty To See,18,Clay/Muck,6066341224,Shore,63," Jenkins, KY 41537",75.5,,52.5,73,50
Plenty To See,,,,,," Hobart, Tasmania, Australia",,,,,
Might See Something,45.5,Sand,,Boat,," Hobart, Tasmania, Australia",125.5,,,,
Might See Something,13,Sand,,Boat,," Cabo San Lucas, Mexico",75.5,2.00 by 1,,,68
Plenty To See,65.5,Coral,,Boat,83, Philippines,38,,83,83,83
,,,8006377223,Shore,85," One Tranquility Base, Huntsville, AL 35805",23,4.00 by 1,85,85,85
Might See Something,18,Clay/Muck,,Shore,," Stem, NC 27581",28,,58,,
Might See Something,7.5,Clay/Muck,,Boat,68, PA 18618,105.5,3.00 by 1,68,73,50
,,,2078064028,,," Brampton House, Hospital of St John, London, NW8 9NH, United Kingdom",,5.00 by 1,,,
Might See Something,,Sand,,Boat,," Mission Beach, San Diego, CA",150,,,,
Might See Something,,Sand,,Boat,73," Destin, FL",85.5,3.00 by 1,68,78,58
Might See Something,,Rock,,Boat,," Scorpion anchorage, Santa Cruz island, CA",55.5,,,73,
,,Vegetation,,Shore,," Cumberland, RI 02864",,3.00 by 1,,,
Plenty To See,,,,Boat,," Hobart, Tasmania, Australia",55.5,,,52.5,58
Might See Something,,Sand,,Boat,," Morehead City, NC",,,,,
,,,,,, France,,,,,
,,,,,, Greece,,,,,
Might See Something,,Sand,,Boat,50," Odensholm, Estonia",150,,50,50,50
Might See Something,,Sand,,Boat,73," Pompano, FL",145.5,4.00 by 3,,,68
Might See Something,,,,,," Pictou Harbor, Pictou, NS, Canada",33,,,,50
Plenty To See,,,,Boat,," Maro Reef, HI",75.5,,,,
Might See Something,28,,,,," Lake Huron, Port Huron, MI",28,,50,,50
Might See Something,23,Sand,,Boat,," Point Pleasant, NJ",125.5,4.00 by 1,50,50,
Might See Something,23,Sand,,Boat,," Point Pleasant, NJ",65.5,4.00 by 1,50,52.5,
Might See Something,45.5,Clay/Muck,,Shore,73," 485 SW Bonifay Glen, Fort White, FL 32038",85.5,5.00 by 1,73,73,73
Might See Something,,,,Shore,," Oxford, MI",65.5,3.00 by 1,,,
Plenty To See,7.5,Sand,,Boat,52.5, NJ,75.5,,50,52.5,50
Might See Something,23,Sand,,Boat,68," Atlantic City, NJ",,,58,73,50
Might See Something,23,Sand,,Boat,68," Ocean City, NJ",,,58,73,50
Might See Something,28,Sand,,Boat,," Pensacola, FL",85.5,4.00 by 4,73,78,
None,45.5,Rock,,Shore,," Yukaipa, CA",7.5,4.00 by 1,,,
Plenty To See,23,Rock,,Shore,," Sonoma County, Fort Ross, CA",33,4.00 by 1,50,52.5,
Plenty To See,23,Sand,,Shore,," Ipojuca, Pernambuco, Brazil",105.5,4.00 by 2,,83,78
Plenty To See,13,Sand,,Shore,," La Jolla, CA",85.5,4.00 by 1,63,68,
Might See Something,23,Sand,,Boat,58, Barnegat,75.5,3.00 by 1,52.5,58,50
Plenty To See,105.5,Coral,,Boat,," Honolulu, HI",55.5,5.00 by 1,78,,
Might See Something,105.5,Sand,,Shore,68," Old Big Oak Flat Road, Groveland, CA 95321",28,2.00 by 1,58,68,50
Might See Something,5,Rock,,Boat,58," Victory Hwy., North Smithfield, RI 02876",18,2.00 by 1,52.5,73,50
Might See Something,45.5,Clay/Muck,,Shore,73," 118 NE Suwannee Trail, Mayo, FL 32066",65.5,4.00 by 1,73,73,73
Plenty To See,18,Vegetation,,Shore,78," 1168 US-287 BYP, Waxahachie, TX 75165",23,2.60 by 5,52.5,85,50
,13,Sand,,Boat,," Portland Harbour, Dorset, United Kingdom",28,3.50 by 2,,63,
Plenty To See,95.5,Coral,,Boat,, Egypt,95.5,4.00 by 1,,83,73
Might See Something,18,Rock,,Boat,52.5," Vladivostok, Russia",125.5,3.00 by 1,52.5,63,
,75.5,Coral,,Boat,," Safaga, Egypt",150,5.00 by 1,,,
Might See Something,95.5,Coral,,Boat,, China,150,,,,
Plenty To See,,Coral,,Boat,," Pompano, FL",,,,,
Might See Something,38,Clay/Muck,,Shore,73," NE Ruth Springs Rd, Mayo, FL 32066",55.5,4.00 by 1,73,73,73
Big Animals,45.5,Clay/Muck,3862943667,Shore,73," 799 NW Blue Spring Road, Mayo, FL 32066",55.5,4.00 by 1,73,73,73
Plenty To See,28,Sand,66979243483,Boat,85," Phuket, Phuket, Thailand",65.5,,85,85,85
Plenty To See,28,Sand,66979243483,Boat,85," Phuket Phuket, Thailand",95.5,,85,85,85
Plenty To See,28,Rock,66979243483,Boat,85," Phuket, Phuket, Thailand",55.5,,85,85,85
Plenty To See,28,Sand,66979243483,Boat,85," Phuket Phuket, Thailand",45.5,,85,85,85
Plenty To See,33,Sand,66979243483,Boat,85," Phuket Phuket, Thailand",125.5,,85,85,85
Plenty To See,33,Vegetation,66979243483,Boat,85," Phuket Phuket, Thailand",33,,85,85,85
Big Animals,65.5,Rock,66979243483,Boat,85," Phuket Phuket, Thailand",150,,83,85,83
Plenty To See,65.5,Sand,,Boat,, Puerto Rico,65.5,5.00 by 1,,83,
Might See Something,23,Clay/Muck,,Boat,68," Rocky Top, TN 37769",65.5,,63,73,52.5
Plenty To See,18,Rock,,Shore,63, OK,65.5,4.00 by 1,52.5,85,50
Plenty To See,65.5,Sand,,Boat,,,105.5,5.00 by 1,,,
Might See Something,45.5,Clay/Muck,3524633444,Shore,73," 4240 SW 86th Avenue, Bell, FL 32619",85.5,5.00 by 1,73,73,73
Might See Something,105.5,Sand,,Shore,78, Japan,85.5,4.00 by 1,73,83,68
Might See Something,7.5,Vegetation,,Shore,68," Glocester, RI 02814",18,3.00 by 1,52.5,78,50
Might See Something,23,Sand,,Boat,85," Koh Chuang, Thailand",85.5,5.00 by 1,83,85,83
Plenty To See,38,Rock,,Boat,63," Catalina Island, CA",85.5,4.00 by 1,68,73,58
Plenty To See,7.5,Sand,,Shore,63," Niles, MI",7.5,4.00 by 1,50,73,50
Might See Something,,Clay/Muck,,Boat,," Thyborøn, Denmark",125.5,,,,50
Plenty To See,7.5,Clay/Muck,,Shore,52.5," Augusta, MI 49012",38,3.00 by 1,50,63,50
Plenty To See,7.5,Clay/Muck,,Shore,58," Augusta, MI 49012",38,3.00 by 1,50,63,50
Might See Something,23,Sand,,Shore,," Dorset, United Kingdom",28,4.00 by 3,,63,
Plenty To See,33,Rock,,Boat,," Gulf Of Chiriquí, Panama",65.5,5.00 by 1,,83,
Plenty To See,45.5,Sand,,Boat,," Bocas Del Toro, Bocas Del Toro Province, Panama",55.5,5.00 by 1,,83,
,95.5,,,Shore,52.5," Muzine, Viore, Albania",150,,52.5,52.5,52.5
Might See Something,13,Sand,,Boat,85," Koh Larn, Chon Buri, Thailand",65.5,4.00 by 1,83,85,83
Might See Something,18,Sand,,Boat,52.5," Long Branch, NJ",85.5,,52.5,63,50
,23,Sand,,Boat,," Barnegate, NJ",85.5,4.00 by 1,52.5,58,
None,5,Sand,,Boat,83," New Smyrna Beach, FL",38,1.00 by 1,,83,
Might See Something,18,Sand,,Boat,52.5," Sea Girt, NJ",75.5,,52.5,58,50
Might See Something,23,Rock,,Boat,68," Jacksboro, TN 37757",85.5,,63,73,52.5
Might See Something,33,Rock,,Boat,63," Andersonville, TN 37705",145.5,,63,78,52.5
Might See Something,7.5,Rock,,Shore,63," Central Falls, RI 02863",13,3.00 by 1,50,68,50
Might See Something,7.5,Clay/Muck,,Shore,63," Stockton, MO 65785",95.5,,52.5,78,50
Plenty To See,7.5,Sand,,Shore,68," 15610 Highview Dr, Apple Valley, MN 55124",33,4.00 by 1,58,78,50
Plenty To See,45.5,Coral,,Shore,," West Bay, Cayman Islands",45.5,4.00 by 1,,,
None,,,,,," 2919 N Litchfield Rd, Goodyear, AZ 85395",,,,,
Plenty To See,55.5,Sand,,Boat,78," Makena, HI 96753",45.5,4.00 by 1,78,83,73
Plenty To See,18,Sand,,Shore,68,73401,105.5,4.00 by 3,52.5,83,50
Might See Something,18,Rock,,Shore,63," Petoskey, MI 49770",23,5.00 by 1,50,68,50
Plenty To See,45.5,Coral,,Boat,," Ifaty\Mangily, Madagascar",85.5,5.00 by 1,78,,
Plenty To See,65.5,Coral,,Boat,," Ifaty\Mangily, Madagascar",55.5,5.00 by 1,78,,
Might See Something,,Sand,,Boat,52.5," Cape May, NJ",,,52.5,52.5,50
Plenty To See,45.5,Sand,3.85959E+11,Shore,52.5," KOPARSKA 29, PULA, 52100, Croatia",65.5,,73,83,58
Plenty To See,28,Rock,,Shore,50, Croatia,75.5,,78,85,52.5
Might See Something,55.5,Clay/Muck,,Shore,73," 311 Timber River Rd., Lee, FL 32059",85.5,5.00 by 1,73,73,73
,95.5,,,Boat,78," Las Galeras, Samana, Dominican Republic",145.5,4.67 by 3,73,78,73
Plenty To See,,Coral,,,, Madagascar,,,,78,83
Plenty To See,28,Sand,,Boat,78," Destin, FL",75.5,3.00 by 2,78,83,68
Plenty To See,45.5,Sand,,Boat,78," Honolulu, HI",45.5,5.00 by 1,78,83,78
Might See Something,7.5,Clay/Muck,,Shore,50," 301 E River Dr, East Hartford, CT 06108",18,3.00 by 2,50,58,58
Plenty To See,55.5,Sand,,Boat,," Tryp Cayo Coco, Cayo Coco, Cuba",75.5,4.50 by 2,,,83
Plenty To See,65.5,Sand,,Boat,73," Exumas, Bahamas",150,5.00 by 1,,83,
